REGISTRO;P0;P1;P2;P3;P3A;P4;P5A_1;P5B_1;P5A_2;P5B_2;P5A_3;P5B_3;P5A_4;P5B_4;P5A_5;P5B_5;P6;P7;P8;P9;P10;D1;D2;D3;D4;D5;D6;CA;AUT;HABI;POND
5322;1;2;1;99;99;99;1;1;1;2;1;5;1;8;1;8;2;1;96;2;2;1;5;2;4;5;6;9;9;2;0,93342
5324;1;1;1;1;;1;1;9;1;6;1;3;1;2;1;8;1;2;98;1;1;5;3;1;4;5;6;12;12;1;1,03008
5328;1;2;1;2;;2;1;98;1;2;1;98;1;1;2;;2;98;98;98;1;1;5;2;4;2;6;12;12;1;1,06778
5331;1;1;1;7;;6;1;0;1;0;1;6;1;5;1;0;2;98;1;2;2;2;4;2;4;5;6;9;9;4;0,92592
5336;1;2;1;14;;1;1;6;1;4;1;0;1;0;1;6;1;2;1;1;2;5;3;2;4;3;6;16;16;2;0,97862
5338;1;2;1;7;;7;1;0;1;0;1;5;1;0;1;0;97;1;1;2;2;1;5;1;3;4;1;9;9;1;0,99576
5366;1;1;1;2;;2;1;0;1;1;1;9;1;7;1;0;2;1;96;1;1;1;3;1;1;5;8;1;1;1;1,13494
5379;1;1;1;98;5;5;1;0;1;2;1;3;1;6;1;0;5;1;96;2;2;1;4;2;1;5;8;5;5;2;1,1088
5395;1;1;1;98;5;5;1;0;1;0;1;6;1;8;1;0;5;1;2;2;2;1;4;2;3;2;5;21;15;3;0,97972
5409;1;3;1;98;4;4;1;5;1;6;1;3;1;0;1;5;4;98;98;1;98;98;1;2;3;2;1;13;13;3;0,97758
5415;1;4;1;4;;4;1;5;1;6;1;5;1;5;1;4;4;98;96;2;1;2;98;2;4;3;7;13;13;2;0,97185
5422;1;1;1;98;4;4;1;6;1;7;1;4;1;1;1;1;4;2;2;1;2;3;3;2;3;2;5;1;1;3;0,98345
5432;1;2;1;1;;1;1;7;1;7;1;2;1;1;1;4;4;99;2;1;1;5;3;2;4;3;7;9;9;2;0,93342
5435;1;1;1;2;;2;1;2;1;3;1;7;1;6;1;1;2;1;2;2;1;1;3;2;4;2;6;1;1;2;0,97768
5442;1;1;1;98;99;97;1;4;1;4;1;3;1;4;1;3;98;99;2;98;1;3;1;1;3;5;1;21;3;3;0,95135
5451;1;1;3;13;;13;1;0;1;0;1;3;1;7;1;0;5;1;1;2;2;1;98;2;1;2;1;10;10;2;1,12136
5456;1;1;1;2;;2;1;0;1;4;1;8;1;6;1;0;2;1;2;2;1;2;3;2;4;2;6;21;3;2;0,97399
5457;1;1;1;2;;13;1;2;1;4;1;8;1;6;1;0;2;1;2;2;1;1;3;1;4;4;6;10;10;3;0,99872
5458;1;2;2;98;97;4;1;3;1;4;1;4;1;2;1;3;97;1;96;1;1;3;3;1;3;5;1;7;7;2;0,89187
5473;1;1;1;2;;2;1;3;1;3;1;7;1;5;2;;97;1;98;98;1;3;1;2;4;3;7;16;16;2;0,97862
5485;1;1;1;2;;2;1;2;1;0;1;9;1;5;1;0;2;1;2;2;1;1;3;2;4;1;6;9;9;4;0,92592
5491;1;2;1;14;;1;1;9;1;8;1;0;1;0;1;5;14;2;98;2;2;5;3;2;4;3;6;13;13;1;1,09337
5503;1;1;1;2;;2;1;2;1;4;1;8;1;4;1;0;2;1;2;2;1;1;3;1;4;2;6;10;10;4;0,96173
5514;1;4;1;99;99;8;1;99;1;99;1;99;1;99;1;99;99;1;98;98;98;99;99;2;4;5;6;9;9;2;0,93342
5523;1;1;1;99;97;4;1;4;1;4;1;4;1;3;1;4;4;1;2;1;1;2;3;2;4;4;6;1;1;2;0,97768
5528;1;1;1;2;;2;1;0;1;4;1;10;1;6;1;0;2;1;2;2;1;1;1;2;4;5;7;1;1;2;0,97768
5530;1;2;1;2;;2;1;4;1;7;1;6;1;2;2;;97;2;2;1;2;1;3;2;1;5;8;21;2;1;1,22262
5538;1;1;1;1;;1;1;10;1;8;1;2;1;0;1;6;1;2;1;1;1;3;1;2;4;2;1;1;1;2;0,97768
5541;1;1;1;1;;1;1;8;1;6;1;4;1;2;1;5;1;2;2;1;1;3;3;2;4;3;6;13;13;2;0,97185
5544;1;1;1;1;;1;1;6;1;98;1;8;1;8;2;;2;1;2;98;98;5;5;2;3;2;5;1;1;4;0,947
5555;1;3;1;99;97;96;1;4;1;4;1;0;1;4;2;;97;2;2;1;2;3;3;2;4;2;7;1;1;2;0,97768
5558;1;1;1;99;5;5;1;1;1;2;1;5;1;7;1;0;97;1;96;2;1;1;3;1;4;3;6;21;3;2;0,93958
5563;1;1;1;99;98;4;1;3;1;7;1;3;1;2;1;0;4;1;1;2;1;3;3;1;3;2;6;9;9;2;0,8851
5574;1;1;1;98;4;4;1;7;1;7;1;2;1;2;1;5;4;2;96;2;1;3;3;1;3;4;1;1;1;2;0,92706
5586;1;1;1;98;7;98;1;0;1;0;1;4;1;6;1;0;2;1;96;2;2;2;5;2;4;2;6;9;9;1;1,05012
5587;1;2;1;7;;8;1;0;1;0;1;2;1;5;1;0;5;1;1;2;2;1;4;2;2;4;1;9;9;2;0,96163
5595;1;1;1;2;;11;1;0;1;0;1;8;1;5;1;0;2;1;2;2;1;1;1;2;4;2;6;12;12;1;1,06778
5606;1;2;1;2;;5;1;1;1;2;1;5;1;4;1;0;2;1;2;2;1;1;1;2;4;5;6;13;13;2;0,97185
5625;1;1;1;2;;5;1;2;1;3;1;4;1;1;1;2;2;98;96;1;2;2;3;1;1;5;1;1;1;1;1,13494
5632;1;1;1;99;5;5;1;1;1;2;1;6;1;3;1;0;2;1;96;2;2;1;3;2;4;3;6;21;3;3;1,00332
5646;1;3;1;2;;2;1;0;1;2;1;8;1;5;1;0;2;1;2;2;2;2;1;2;4;2;6;21;4;3;1,00332
5666;1;4;1;98;97;2;1;0;1;6;1;6;1;2;2;;98;1;98;2;2;98;3;2;2;4;7;9;9;3;0,99058
5669;1;1;1;5;;2;1;0;1;0;1;6;1;5;1;0;2;1;2;2;2;1;3;2;2;5;1;13;13;2;1,00121
5670;1;4;4;97;97;1;1;4;1;6;1;1;1;0;2;;4;2;2;1;1;3;3;1;3;4;5;21;11;1;1,03903
5687;1;1;1;2;;8;1;0;1;0;1;10;1;9;1;1;2;1;2;2;2;1;3;1;3;4;1;9;9;3;0,91175
5690;1;1;1;98;97;98;1;99;1;99;1;99;1;99;1;99;97;1;96;2;98;1;98;2;3;5;1;9;9;2;0,91145
5705;1;1;1;4;;4;1;4;1;9;1;3;1;0;1;1;4;98;2;1;1;3;2;1;2;5;1;16;16;1;1,14152
5706;1;1;1;2;;2;1;0;1;1;1;5;1;2;1;0;2;1;2;2;1;1;2;2;4;3;6;1;1;4;0,96981
5710;1;2;1;98;2;2;1;5;1;4;1;5;1;3;1;5;2;1;2;2;1;98;5;1;1;2;5;5;5;3;1,05624
5712;1;1;1;5;;5;1;1;1;0;1;6;1;10;1;0;2;1;2;2;1;2;3;1;2;4;1;8;8;2;1,00781
5726;1;1;1;2;;2;1;1;1;3;1;8;1;6;1;0;2;1;2;2;1;1;3;2;4;4;6;16;16;2;0,97862
5737;1;1;1;7;;7;1;0;1;0;1;4;1;8;1;0;2;1;1;2;2;1;5;2;3;4;7;9;9;3;0,93892
5744;1;2;1;8;;8;1;3;1;3;1;5;1;7;1;0;5;1;1;2;2;1;4;1;2;4;1;9;9;4;0,96004
5746;1;2;1;98;98;98;1;1;1;2;1;5;1;4;2;;2;1;96;2;2;3;98;2;2;4;1;21;4;1;1,12885
5748;1;1;1;2;;2;1;0;1;0;1;6;1;5;1;0;2;1;1;2;1;2;1;2;4;4;6;12;12;1;1,06778
5756;1;2;1;95;;5;1;0;1;0;1;3;1;8;1;0;5;1;2;1;98;1;3;2;2;5;1;8;8;2;1,00136
5762;1;1;1;2;;2;1;2;1;0;1;10;1;6;1;0;2;1;2;2;1;2;3;2;2;3;5;5;5;2;1,02374
5766;1;1;1;4;;4;1;5;1;8;1;8;1;3;1;1;4;1;2;2;1;2;3;1;3;5;1;1;1;3;0,95498
5774;1;1;1;96;2;2;1;5;1;9;1;5;1;5;1;6;4;2;2;1;2;1;1;2;2;2;1;5;5;2;1,02374
5778;1;2;2;98;98;96;1;3;1;0;1;5;1;7;2;;96;1;98;98;1;2;3;2;1;5;5;13;13;1;1,21995
5791;1;1;1;1;;1;1;8;1;6;1;0;1;3;1;7;1;1;1;1;1;4;3;1;2;5;1;9;9;4;0,96004
5793;1;4;2;95;;5;1;0;1;0;1;0;1;5;1;0;5;1;1;2;2;1;1;1;1;2;1;8;8;3;1,03315
5796;1;1;1;98;5;5;1;3;1;5;1;6;1;7;1;2;2;1;2;2;1;2;3;2;4;2;7;21;3;2;0,97399
5809;1;2;1;98;98;98;1;5;1;6;1;5;1;5;1;3;97;1;96;98;1;3;3;2;1;3;8;5;5;3;1,1422
5822;1;1;1;2;;2;1;2;1;1;1;9;1;6;1;0;2;2;2;98;1;1;1;1;4;2;6;21;3;2;0,93958
5827;1;1;1;1;;1;1;5;1;4;1;3;1;3;1;1;1;1;96;2;1;3;3;2;4;5;6;12;12;1;1,06778
5833;1;2;1;2;;2;1;2;1;2;1;5;1;4;1;0;2;2;2;1;2;1;3;2;3;4;1;10;10;1;1,10409
5836;1;2;1;98;97;4;1;4;1;5;1;4;1;2;1;3;4;1;96;2;1;1;1;2;4;2;7;13;13;2;0,97185
5850;1;1;1;98;12;12;1;4;1;8;1;8;1;4;1;98;98;2;1;1;1;3;1;2;3;3;7;5;5;2;0,97037
5855;1;2;1;99;2;2;1;0;1;0;1;6;1;0;1;0;2;2;2;2;1;1;1;2;3;2;7;1;1;1;1,07404
5858;1;1;1;7;;7;1;2;1;2;1;5;1;5;1;0;2;1;1;2;2;1;5;1;2;4;1;9;9;4;0,96004
5862;1;1;1;14;;4;1;4;1;4;1;0;1;0;1;7;1;2;2;1;1;3;3;1;1;5;1;1;1;3;1,03917
5871;1;4;1;99;5;5;1;0;1;0;1;8;1;10;1;0;5;1;1;2;2;1;3;2;4;1;6;21;3;3;1,00332
5878;1;1;1;9;;9;1;2;1;2;1;2;1;0;1;2;97;1;2;2;1;3;3;1;3;4;1;16;16;2;0,92794
5887;1;1;1;9;;9;1;5;1;5;1;7;1;6;1;5;95;1;96;2;2;3;3;2;2;5;1;16;16;2;1,00816
5888;1;1;1;4;;4;1;1;1;8;1;3;1;3;1;6;1;2;2;1;1;2;3;2;4;5;6;5;5;3;1,02368
5890;1;3;4;97;97;97;1;1;1;1;1;1;1;3;1;1;96;1;1;2;2;1;5;1;2;5;1;9;9;2;0,96783
5893;1;1;1;2;;2;1;0;1;0;1;8;1;6;2;;2;1;1;1;1;2;1;2;3;4;1;10;10;2;0,98138
5901;1;2;1;2;;5;1;4;1;2;1;5;1;4;1;0;2;1;2;1;1;1;98;2;2;5;1;13;13;2;1,00121
5906;1;2;1;98;98;2;1;4;1;3;1;4;1;3;1;2;2;1;2;1;1;2;1;2;2;5;1;8;8;2;1,00136
5925;1;2;1;8;;95;1;1;1;2;1;4;1;7;1;1;5;1;2;2;2;2;3;1;2;4;1;9;9;3;0,99698
5928;1;1;1;98;1;1;1;8;1;8;1;3;1;2;1;4;4;2;2;1;1;3;3;2;4;5;1;13;13;2;0,97185
5930;1;1;1;2;;5;1;0;1;0;1;4;1;3;1;0;2;1;2;2;2;2;3;2;2;5;1;1;1;3;1,03754
5944;1;2;1;4;;2;1;3;1;8;1;4;1;0;1;0;4;2;2;2;1;4;3;1;2;5;1;10;10;4;1,03365
5954;1;3;1;2;;5;1;3;1;4;1;10;1;9;1;5;2;1;2;1;1;1;3;2;4;3;7;5;5;3;1,02368
5972;1;4;2;94;97;94;1;0;1;0;1;0;1;0;1;0;97;1;1;2;2;98;3;1;2;5;1;16;16;2;1,01466
5973;1;2;1;2;;2;1;0;1;3;1;10;1;8;1;0;2;1;96;2;1;1;3;2;4;2;6;5;5;1;1,118
5976;1;2;1;94;97;94;1;2;1;1;1;0;1;0;1;2;97;2;2;2;98;4;3;1;2;4;1;10;10;2;1,04202
5997;1;1;1;2;;2;1;4;1;6;1;8;1;2;2;;2;2;2;1;2;1;4;2;2;4;1;1;1;4;0,99914
6000;1;1;1;4;;4;1;6;1;10;1;2;1;1;1;7;4;2;2;1;1;4;1;1;2;3;1;9;9;3;0,99698
6003;1;1;1;14;;1;1;6;1;5;1;0;1;0;1;7;14;2;2;1;1;5;1;2;1;5;1;9;9;4;1,03312
6026;1;1;1;98;4;2;1;5;1;7;1;4;1;2;1;5;4;2;1;1;1;4;3;1;2;2;1;10;10;2;1,04202
6041;1;3;1;98;97;13;1;2;1;3;1;4;1;2;1;4;5;1;1;2;2;3;3;1;1;5;1;10;10;3;1,06823
6043;1;2;1;2;;2;1;4;1;5;1;6;1;4;1;4;2;1;2;1;1;2;4;2;1;5;8;1;1;1;1,22727
6048;1;1;1;1;;1;1;10;1;8;1;0;1;0;1;4;1;1;2;2;1;5;1;1;3;3;6;7;7;2;0,89187
6071;1;1;1;2;;5;1;0;1;0;1;4;1;4;1;0;2;1;2;2;98;1;4;1;1;3;8;1;1;3;1,03917
6083;1;1;1;1;;1;1;7;1;7;1;4;1;4;1;4;1;1;2;1;1;4;3;2;3;2;1;21;2;1;1,06997
6100;1;1;1;4;;4;1;0;1;8;1;4;1;3;1;3;4;2;2;1;1;2;2;1;1;5;1;21;2;4;0,9969
6102;1;2;1;1;;1;1;6;1;6;1;4;1;2;1;5;97;1;2;1;1;4;3;1;4;5;6;21;2;2;0,93958
6107;1;1;1;4;;4;1;3;1;7;1;2;1;5;2;;4;98;98;1;98;3;1;2;3;5;1;21;2;4;0,94342
6112;1;1;1;1;;1;1;10;1;8;1;0;1;0;1;6;1;2;2;1;1;4;3;1;2;4;1;12;12;1;1,1071
6115;1;2;1;98;2;13;1;10;1;9;1;8;1;1;1;5;1;1;1;1;98;2;1;2;2;3;5;10;10;1;1,16482
6122;1;1;1;98;98;98;1;98;1;98;1;98;1;98;2;;98;98;1;1;98;98;3;2;3;3;7;8;8;2;0,94914
6126;1;2;1;1;;1;1;10;1;8;1;5;1;3;1;7;1;2;2;98;1;4;3;2;4;2;6;7;7;3;0,96891
6144;1;2;1;98;98;98;1;98;1;98;1;98;1;98;1;98;98;98;98;98;1;3;2;2;4;3;7;21;2;4;0,96615
6148;1;1;2;14;;1;1;0;1;0;1;0;1;0;1;10;14;2;96;1;2;5;1;2;1;3;7;8;8;3;1,11721
6149;1;1;1;4;;1;1;5;1;10;1;1;1;0;1;4;4;2;2;2;1;3;3;1;2;5;1;8;8;2;1,00781
6152;1;2;1;2;;13;1;4;1;5;1;8;1;0;1;3;2;1;2;2;1;2;3;2;3;5;1;10;10;2;0,98138
6171;1;1;1;4;;1;1;8;1;10;1;4;1;0;1;7;4;2;2;1;1;4;3;1;1;2;1;21;2;1;1,13063
6180;1;1;1;96;97;96;1;0;1;0;1;0;1;0;1;0;97;98;96;98;1;98;3;2;2;5;1;10;10;1;1,16482
6208;1;1;1;2;;5;1;0;1;3;1;7;1;4;1;0;2;1;2;2;1;2;3;1;1;5;1;1;1;4;1,00068
6210;1;1;1;2;;2;1;0;1;3;1;8;1;7;1;0;2;1;96;2;2;2;3;1;3;3;1;9;9;2;0,8851
6212;1;1;1;14;;1;1;8;1;7;1;1;1;0;1;9;1;2;96;1;1;5;2;1;1;3;8;1;1;4;1,00068
6242;1;1;1;2;;2;1;1;1;1;1;7;1;5;1;0;2;1;2;2;1;2;3;2;4;3;6;21;2;2;0,97399
6254;1;2;1;10;;10;1;0;1;0;1;3;1;5;1;0;5;1;1;2;2;1;5;2;2;5;1;16;16;1;1,13422
6273;1;1;1;2;;4;1;4;1;5;1;6;1;7;1;2;2;2;2;2;1;1;3;2;1;3;8;1;1;3;1,12375
6298;1;1;1;2;;11;1;0;1;0;1;10;1;5;1;0;2;1;2;2;2;1;5;1;2;4;1;12;12;1;1,1071
6302;1;2;1;11;;11;1;3;1;3;1;4;1;8;1;0;5;1;1;2;2;1;4;1;2;2;1;12;12;1;1,1071
6321;1;2;1;98;4;1;1;8;1;8;1;5;1;0;1;6;4;2;2;1;1;3;3;2;4;2;6;5;5;2;0,99374
6328;1;1;1;1;;4;1;7;1;7;1;0;1;0;1;7;1;2;2;1;1;4;1;2;4;5;6;21;2;4;0,96615
6378;1;1;1;4;;4;1;5;1;10;1;1;1;3;1;4;4;2;2;1;1;4;3;2;2;5;1;1;1;4;0,99914
6428;1;2;1;2;;2;1;5;1;3;1;9;1;3;1;5;2;1;1;2;2;99;3;2;2;4;1;9;9;4;0,95389
6445;1;1;1;2;;2;1;0;1;2;1;10;1;8;1;0;2;1;2;2;1;1;3;2;4;2;6;21;17;1;1,09576
6455;1;2;1;2;;2;1;3;1;2;1;10;1;8;2;;2;1;96;2;2;2;1;2;1;5;1;13;13;3;1,11704
6470;1;2;2;1;;14;1;8;1;9;1;0;1;0;1;8;1;99;2;1;2;5;3;2;2;4;1;1;1;4;0,99914
6479;1;4;4;97;97;97;1;2;1;4;1;4;1;3;1;2;4;2;1;1;98;3;4;1;2;3;1;12;12;2;0,98408
6482;1;1;1;2;;2;1;7;1;7;1;7;1;8;1;5;5;2;2;1;1;1;3;2;1;3;1;21;15;1;1,22262
6485;1;1;1;2;;2;1;0;1;1;1;7;1;9;1;0;5;1;1;2;2;1;4;2;3;2;5;12;12;2;0,92677
6493;1;1;1;2;;2;1;7;1;6;1;8;1;6;1;5;2;1;96;1;1;1;3;1;2;2;6;10;10;3;1,07341
6497;1;1;1;2;;2;1;0;1;3;1;6;1;3;1;0;2;1;2;2;1;2;98;1;1;5;5;8;8;1;1,12835
6533;1;2;1;4;;4;1;6;1;9;1;6;1;1;1;1;4;2;1;1;2;3;3;2;1;5;8;21;18;2;1,08674
6601;1;4;4;97;7;97;1;0;1;0;1;0;1;0;1;0;97;1;2;2;98;1;5;1;3;3;1;9;9;3;0,91175
6602;1;1;1;1;;1;1;8;1;4;1;1;1;0;1;6;1;2;2;1;1;4;3;2;2;5;1;21;19;2;1,0034
6603;1;2;1;5;;5;1;0;1;0;1;5;1;3;1;0;2;1;2;2;2;2;3;1;2;5;1;16;16;2;1,01466
6604;1;1;1;14;;4;1;7;1;5;1;2;1;0;1;7;1;98;2;1;1;5;3;1;3;5;1;9;9;3;0,91175
6608;1;3;1;9;;9;1;0;1;0;1;3;1;2;1;0;97;1;2;2;2;3;4;1;2;5;1;16;16;2;1,01466
6613;1;2;1;98;4;4;1;5;1;8;1;6;1;5;1;4;4;2;2;1;1;4;3;2;3;5;1;16;16;2;0,9556
6616;1;1;1;95;;95;1;7;1;5;1;2;1;0;1;6;1;2;1;1;1;3;3;2;2;5;1;21;18;2;1,0034
6618;1;1;1;8;;8;1;0;1;0;1;5;1;9;1;0;95;1;1;2;2;1;99;1;3;3;1;9;9;3;0,91175
6619;1;2;1;98;98;1;1;3;1;3;1;3;1;3;1;3;97;1;2;2;2;1;3;2;1;5;7;10;10;2;1,12136
6620;1;1;1;2;;2;1;0;1;3;1;8;1;4;1;0;2;1;2;2;1;2;3;1;3;5;1;9;9;4;0,87798
6641;1;98;1;99;2;97;1;4;1;5;1;8;1;7;1;4;2;1;2;1;1;3;1;1;2;5;1;5;5;2;1,03035
6643;1;1;1;6;;6;1;0;1;0;1;5;1;4;1;0;5;1;1;2;2;4;5;2;1;3;8;9;9;4;1,03312
6647;1;1;1;5;;5;1;0;1;5;1;7;1;8;1;0;5;1;2;2;1;1;1;1;2;4;5;1;1;3;1,04423
6650;1;1;2;98;4;4;1;5;1;7;1;4;1;7;1;6;4;2;2;1;1;3;1;1;1;5;1;8;8;1;1,12835
6652;1;3;1;98;4;97;1;5;1;9;1;2;1;3;2;;4;2;2;1;2;3;3;2;2;5;1;1;1;3;1,03754
6653;1;1;1;14;;4;1;5;1;6;1;0;1;1;1;8;1;2;2;1;1;5;1;1;2;4;1;10;10;1;1,17232
6661;1;2;1;14;;2;1;6;1;6;1;4;1;0;1;8;14;2;2;1;2;5;3;1;1;3;1;10;10;1;1,16664
6670;1;2;1;4;;1;1;5;1;7;1;4;1;2;1;5;4;2;2;1;1;4;3;2;1;5;1;10;10;2;1,12136
6680;1;2;1;98;97;1;1;6;1;4;1;4;1;2;1;98;98;1;96;1;1;3;1;2;4;5;6;7;7;3;0,96891
6701;1;1;1;2;;2;1;0;1;5;1;0;1;0;2;;4;2;2;2;2;1;3;2;2;2;5;21;6;3;1,03361
6737;1;2;2;98;97;97;1;5;1;5;1;5;1;6;2;;97;1;96;98;1;98;3;1;1;5;1;10;10;2;1,037
6768;1;1;1;5;;97;1;0;1;0;1;9;1;10;1;0;2;1;2;2;2;1;1;2;1;3;1;13;13;2;1,08437
6778;1;2;2;2;;2;1;3;1;5;1;6;1;7;2;;4;1;2;2;1;3;3;1;1;2;1;10;10;1;1,16664
6780;1;1;1;94;97;94;1;0;1;0;1;0;1;5;1;0;97;1;1;2;2;1;5;2;1;5;1;9;9;1;1,17174
6822;1;2;1;4;;4;1;4;1;7;1;4;1;3;1;2;4;1;2;2;1;3;3;1;3;5;1;7;7;3;0,91873
6834;1;2;1;4;;4;1;8;1;10;1;4;1;0;1;9;4;2;96;1;1;3;1;1;3;5;6;7;7;3;0,91873
6858;1;2;1;4;;1;1;3;1;5;1;3;1;2;1;1;4;98;2;1;1;4;3;1;1;3;8;1;1;4;1,00068
6876;1;1;1;2;;2;1;1;1;2;1;8;1;5;1;0;2;1;2;2;1;1;3;1;2;4;1;10;10;2;1,04202
6907;1;2;1;99;99;99;1;6;1;5;1;5;1;5;1;5;97;2;96;2;1;99;3;1;1;5;1;16;16;1;1,13601
6918;1;2;1;1;;1;1;9;1;7;1;5;1;3;1;7;1;2;2;1;1;5;2;2;4;5;6;1;1;3;1,00713
6924;1;1;1;99;4;97;1;5;1;7;1;3;1;0;1;3;4;2;2;1;1;2;3;1;4;2;6;1;1;3;0,97157
6935;1;1;1;98;1;4;1;5;1;6;1;1;1;1;1;1;4;2;2;1;1;2;2;1;4;5;1;16;16;2;0,94404
6948;1;1;1;99;99;9;1;3;1;4;1;4;1;4;1;2;2;1;96;2;1;2;3;1;3;5;1;16;16;2;0,92794
6951;1;1;1;96;4;96;1;6;1;8;1;3;1;3;1;2;4;2;2;1;98;3;3;2;1;5;1;21;2;1;1,22262
6956;1;2;1;4;;4;1;7;1;9;1;4;1;2;1;5;4;2;2;1;1;4;3;1;4;5;6;1;1;4;0,93557
6962;1;2;1;2;;2;1;3;1;4;1;5;1;2;1;1;2;1;2;2;1;2;3;1;3;5;1;7;7;3;0,91873
6974;1;1;1;2;;2;1;4;1;5;1;7;1;4;2;;2;1;2;1;1;3;3;1;3;2;1;21;11;1;1,03903
